subset,config,min_sample,k,cap,n_cases,n_moved,stat,mae,bias,rel_mae_vs_no_adjustment
season_2023-24,m12_k80_cap0.75-1.35,12.0,80.0,0.75-1.35,4333,1646,OREB,0.9044597841996939,-0.017735636460037795,1.0010528922324917
season_2023-24,m12_k80_cap0.75-1.35,12.0,80.0,0.75-1.35,4333,1646,POOLED,,,0.9998209489631027
season_2023-24,m12_k80_cap0.85-1.20,12.0,80.0,0.85-1.20,4333,1646,PTS,5.6941808184472045,-0.9673403073456248,0.999404233331373
season_2023-24,m12_k80_cap0.85-1.20,12.0,80.0,0.85-1.20,4333,1646,AST,1.7225809261191212,-0.36680115942071806,0.9999727299411977
season_2023-24,m12_k80_cap0.85-1.20,12.0,80.0,0.85-1.20,4333,1646,REB,2.064615341752387,-0.26804685888326907,0.9989581322081275
season_2023-24,m12_k80_cap0.85-1.20,12.0,80.0,0.85-1.20,4333,1646,STL,0.7902046048978248,-0.044851093359977376,1.0007139838132653
season_2023-24,m12_k80_cap0.85-1.20,12.0,80.0,0.85-1.20,4333,1646,BLK,0.6217823128974849,-0.017386278003017754,1.0005564763063381
season_2023-24,m12_k80_cap0.85-1.20,12.0,80.0,0.85-1.20,4333,1646,FG3M,1.11425519225038,-0.11564118853028255,0.9990518390666705
season_2023-24,m12_k80_cap0.85-1.20,12.0,80.0,0.85-1.20,4333,1646,TOV,1.0808203627436517,-0.07698352604521574,0.9991147197151596
season_2023-24,m12_k80_cap0.85-1.20,12.0,80.0,0.85-1.20,4333,1646,FG3A,1.7915501852968154,-0.30074536730850326,0.9995847580096737
season_2023-24,m12_k80_cap0.85-1.20,12.0,80.0,0.85-1.20,4333,1646,OREB,0.9044597841996939,-0.017735636460037795,1.0010528922324917
season_2023-24,m12_k80_cap0.85-1.20,12.0,80.0,0.85-1.20,4333,1646,POOLED,,,0.9998233071804775
season_2023-24,m12_k160_capnone,12.0,160.0,none,4333,1646,PTS,5.694850277999061,-1.0015936408054225,0.9995217323591526
season_2023-24,m12_k160_capnone,12.0,160.0,none,4333,1646,AST,1.7224816476562261,-0.3761794208526086,0.9999150979576664
season_2023-24,m12_k160_capnone,12.0,160.0,none,4333,1646,REB,2.0654660858053226,-0.27405478656636834,0.9993697622454139
season_2023-24,m12_k160_capnone,12.0,160.0,none,4333,1646,STL,0.7898962911024374,-0.04635058399276383,1.0003235356628313
season_2023-24,m12_k160_capnone,12.0,160.0,none,4333,1646,BLK,0.6215990008425069,-0.017920723334259533,1.0002614951529847
season_2023-24,m12_k160_capnone,12.0,160.0,none,4333,1646,FG3M,1.1146200484755506,-0.11898691248076404,0.9993789726400986
season_2023-24,m12_k160_capnone,12.0,160.0,none,4333,1646,TOV,1.0811361302185483,-0.0798599694594887,0.9994066164475413
season_2023-24,m12_k160_capnone,12.0,160.0,none,4333,1646,FG3A,1.791763801742715,-0.3110444025213564,0.9997039440336734
season_2023-24,m12_k160_capnone,12.0,160.0,none,4333,1646,OREB,0.9040300173918856,-0.01954639437793855,1.000577227848671
season_2023-24,m12_k160_capnone,12.0,160.0,none,4333,1646,POOLED,,,0.9998287093720037
season_2023-24,m12_k160_cap0.75-1.35,12.0,160.0,0.75-1.35,4333,1646,PTS,5.694850277999061,-1.0015936408054225,0.9995217323591526
season_2023-24,m12_k160_cap0.75-1.35,12.0,160.0,0.75-1.35,4333,1646,AST,1.7224816476562261,-0.3761794208526086,0.9999150979576664
season_2023-24,m12_k160_cap0.75-1.35,12.0,160.0,0.75-1.35,4333,1646,REB,2.0654660858053226,-0.27405478656636834,0.9993697622454139
season_2023-24,m12_k160_cap0.75-1.35,12.0,160.0,0.75-1.35,4333,1646,STL,0.7898962911024374,-0.04635058399276383,1.0003235356628313
season_2023-24,m12_k160_cap0.75-1.35,12.0,160.0,0.75-1.35,4333,1646,BLK,0.6215990008425069,-0.017920723334259533,1.0002614951529847
season_2023-24,m12_k160_cap0.75-1.35,12.0,160.0,0.75-1.35,4333,1646,FG3M,1.1146200484755506,-0.11898691248076404,0.9993789726400986
season_2023-24,m12_k160_cap0.75-1.35,12.0,160.0,0.75-1.35,4333,1646,TOV,1.0811361302185483,-0.0798599694594887,0.9994066164475413
season_2023-24,m12_k160_cap0.75-1.35,12.0,160.0,0.75-1.35,4333,1646,FG3A,1.791763801742715,-0.3110444025213564,0.9997039440336734
season_2023-24,m12_k160_cap0.75-1.35,12.0,160.0,0.75-1.35,4333,1646,OREB,0.9040300173918856,-0.01954639437793855,1.000577227848671
season_2023-24,m12_k160_cap0.75-1.35,12.0,160.0,0.75-1.35,4333,1646,POOLED,,,0.9998287093720037
season_2023-24,m12_k160_cap0.85-1.20,12.0,160.0,0.85-1.20,4333,1646,PTS,5.694850277999061,-1.0015936408054225,0.9995217323591526
season_2023-24,m12_k160_cap0.85-1.20,12.0,160.0,0.85-1.20,4333,1646,AST,1.7224816476562261,-0.3761794208526086,0.9999150979576664
season_2023-24,m12_k160_cap0.85-1.20,12.0,160.0,0.85-1.20,4333,1646,REB,2.0654660858053226,-0.27405478656636834,0.9993697622454139
season_2023-24,m12_k160_cap0.85-1.20,12.0,160.0,0.85-1.20,4333,1646,STL,0.7898962911024374,-0.04635058399276383,1.0003235356628313
season_2023-24,m12_k160_cap0.85-1.20,12.0,160.0,0.85-1.20,4333,1646,BLK,0.6215990008425069,-0.017920723334259533,1.0002614951529847
season_2023-24,m12_k160_cap0.85-1.20,12.0,160.0,0.85-1.20,4333,1646,FG3M,1.114622398509007,-0.11898456244730782,0.9993810797025225
season_2023-24,m12_k160_cap0.85-1.20,12.0,160.0,0.85-1.20,4333,1646,TOV,1.0811361302185483,-0.0798599694594887,0.9994066164475413
season_2023-24,m12_k160_cap0.85-1.20,12.0,160.0,0.85-1.20,4333,1646,FG3A,1.7917700174143691,-0.31103664508148005,0.9997074120306613
season_2023-24,m12_k160_cap0.85-1.20,12.0,160.0,0.85-1.20,4333,1646,OREB,0.9040300173918856,-0.01954639437793855,1.000577227848671
season_2023-24,m12_k160_cap0.85-1.20,12.0,160.0,0.85-1.20,4333,1646,POOLED,,,0.9998293288230495
season_2023-24,m12_k320_capnone,12.0,320.0,none,4333,1646,PTS,5.695777980393992,-1.0219010934559665,0.9996845564299588
season_2023-24,m12_k320_capnone,12.0,320.0,none,4333,1646,AST,1.7224986126634056,-0.38171712496095694,0.9999249462871617
season_2023-24,m12_k320_capnone,12.0,320.0,none,4333,1646,REB,2.066053344278923,-0.27755075371215937,0.9996539055509718
season_2023-24,m12_k320_capnone,12.0,320.0,none,4333,1646,STL,0.7897609773560168,-0.04721669663304137,1.0001521745274926
season_2023-24,m12_k320_capnone,12.0,320.0,none,4333,1646,BLK,0.6215143182341012,-0.01824716753049823,1.0001252260270972
season_2023-24,m12_k320_capnone,12.0,320.0,none,4333,1646,FG3M,1.114920591999872,-0.12094000474245296,0.9996484428321883
season_2023-24,m12_k320_capnone,12.0,320.0,none,4333,1646,TOV,1.08139658867536,-0.08154342239303813,0.9996473852996514
season_2023-24,m12_k320_capnone,12.0,320.0,none,4333,1646,FG3A,1.791984724051676,-0.31706969228198684,0.999827206320465
season_2023-24,m12_k320_capnone,12.0,320.0,none,4333,1646,OREB,0.9037815344640954,-0.020615053401296553,1.000302207822485
season_2023-24,m12_k320_capnone,12.0,320.0,none,4333,1646,POOLED,,,0.9998851167886081
season_2023-24,m12_k320_cap0.75-1.35,12.0,320.0,0.75-1.35,4333,1646,PTS,5.695777980393992,-1.0219010934559665,0.9996845564299588
season_2023-24,m12_k320_cap0.75-1.35,12.0,320.0,0.75-1.35,4333,1646,AST,1.7224986126634056,-0.38171712496095694,0.9999249462871617
season_2023-24,m12_k320_cap0.75-1.35,12.0,320.0,0.75-1.35,4333,1646,REB,2.066053344278923,-0.27755075371215937,0.9996539055509718
season_2023-24,m12_k320_cap0.75-1.35,12.0,320.0,0.75-1.35,4333,1646,STL,0.7897609773560168,-0.04721669663304137,1.0001521745274926
season_2023-24,m12_k320_cap0.75-1.35,12.0,320.0,0.75-1.35,4333,1646,BLK,0.6215143182341012,-0.01824716753049823,1.0001252260270972
season_2023-24,m12_k320_cap0.75-1.35,12.0,320.0,0.75-1.35,4333,1646,FG3M,1.114920591999872,-0.12094000474245296,0.9996484428321883
season_2023-24,m12_k320_cap0.75-1.35,12.0,320.0,0.75-1.35,4333,1646,TOV,1.08139658867536,-0.08154342239303813,0.9996473852996514
season_2023-24,m12_k320_cap0.75-1.35,12.0,320.0,0.75-1.35,4333,1646,FG3A,1.791984724051676,-0.31706969228198684,0.999827206320465
season_2023-24,m12_k320_cap0.75-1.35,12.0,320.0,0.75-1.35,4333,1646,OREB,0.9037815344640954,-0.020615053401296553,1.000302207822485
season_2023-24,m12_k320_cap0.75-1.35,12.0,320.0,0.75-1.35,4333,1646,POOLED,,,0.9998851167886081
season_2023-24,m12_k320_cap0.85-1.20,12.0,320.0,0.85-1.20,4333,1646,PTS,5.695777980393992,-1.0219010934559665,0.9996845564299588
season_2023-24,m12_k320_cap0.85-1.20,12.0,320.0,0.85-1.20,4333,1646,AST,1.7224986126634056,-0.38171712496095694,0.9999249462871617
season_2023-24,m12_k320_cap0.85-1.20,12.0,320.0,0.85-1.20,4333,1646,REB,2.066053344278923,-0.27755075371215937,0.9996539055509718
season_2023-24,m12_k320_cap0.85-1.20,12.0,320.0,0.85-1.20,4333,1646,STL,0.7897609773560168,-0.04721669663304137,1.0001521745274926
season_2023-24,m12_k320_cap0.85-1.20,12.0,320.0,0.85-1.20,4333,1646,BLK,0.6215143182341012,-0.01824716753049823,1.0001252260270972
season_2023-24,m12_k320_cap0.85-1.20,12.0,320.0,0.85-1.20,4333,1646,FG3M,1.114920591999872,-0.12094000474245296,0.9996484428321883
season_2023-24,m12_k320_cap0.85-1.20,12.0,320.0,0.85-1.20,4333,1646,TOV,1.08139658867536,-0.08154342239303813,0.9996473852996514
season_2023-24,m12_k320_cap0.85-1.20,12.0,320.0,0.85-1.20,4333,1646,FG3A,1.791984724051676,-0.31706969228198684,0.999827206320465
season_2023-24,m12_k320_cap0.85-1.20,12.0,320.0,0.85-1.20,4333,1646,OREB,0.9037815344640954,-0.020615053401296553,1.000302207822485
season_2023-24,m12_k320_cap0.85-1.20,12.0,320.0,0.85-1.20,4333,1646,POOLED,,,0.9998851167886081
season_2024-25,no_adjustment,,,,4774,0,PTS,5.697439402256717,-1.2127351701208795,1.0000000000000029
season_2024-25,no_adjustment,,,,4774,0,AST,1.6931552946025568,-0.2977321995688257,0.9999999999999999
season_2024-25,no_adjustment,,,,4774,0,REB,2.0564027764157724,-0.1792369841118322,1.0000000000000022
season_2024-25,no_adjustment,,,,4774,0,STL,0.8284500736451735,-0.028304076347207142,0.9999999999999998
season_2024-25,no_adjustment,,,,4774,0,BLK,0.5733136687541566,0.013266661556733365,1.000000000000003
season_2024-25,no_adjustment,,,,4774,0,FG3M,1.1260410718702218,-0.11039328476902167,1.0000000000000022
season_2024-25,no_adjustment,,,,4774,0,TOV,1.083027204795129,-0.07591043955182677,1.000000000000001
season_2024-25,no_adjustment,,,,4774,0,FG3A,1.8356511565407616,-0.29519076376042647,0.9999999999999977
season_2024-25,no_adjustment,,,,4774,0,OREB,0.9073809260088888,-0.06447623074439902,1.0000000000000018
season_2024-25,no_adjustment,,,,4774,0,POOLED,,,1.000000000000001
season_2024-25,m3_k0_capnone,3.0,0.0,none,4774,3844,PTS,5.840742992316617,-0.24939867655443002,1.0251522798124286
season_2024-25,m3_k0_capnone,3.0,0.0,none,4774,3844,AST,1.7429922876028394,-0.10990064510487894,1.029434389839581
season_2024-25,m3_k0_capnone,3.0,0.0,none,4774,3844,REB,2.123011135102412,0.01188063774813586,1.0323907161819437
season_2024-25,m3_k0_capnone,3.0,0.0,none,4774,3844,STL,0.8590655543070567,0.008527245935592186,1.036955130593658
season_2024-25,m3_k0_capnone,3.0,0.0,none,4774,3844,BLK,0.5858170276878392,0.020150585944435837,1.0218089322043462
season_2024-25,m3_k0_capnone,3.0,0.0,none,4774,3844,FG3M,1.1730425885337787,-0.01763824469943981,1.0417404993811596
season_2024-25,m3_k0_capnone,3.0,0.0,none,4774,3844,TOV,1.1215692423928647,-0.011156243099056008,1.0355873217469431
season_2024-25,m3_k0_capnone,3.0,0.0,none,4774,3844,FG3A,1.9153474948704612,0.028133114538697566,1.043415840774388
season_2024-25,m3_k0_capnone,3.0,0.0,none,4774,3844,OREB,0.941501165084479,-0.00865211164427911,1.037602993514168
season_2024-25,m3_k0_capnone,3.0,0.0,none,4774,3844,POOLED,,,1.0337875671165129
season_2024-25,m3_k0_cap0.75-1.35,3.0,0.0,0.75-1.35,4774,3844,PTS,5.791645651729359,-0.2872159946540094,1.0165348400959462
season_2024-25,m3_k0_cap0.75-1.35,3.0,0.0,0.75-1.35,4774,3844,AST,1.7253535648329015,-0.12818236716993464,1.019016725951238
season_2024-25,m3_k0_cap0.75-1.35,3.0,0.0,0.75-1.35,4774,3844,REB,2.107119230679157,0.008266041991679822,1.0246627046243275
season_2024-25,m3_k0_cap0.75-1.35,3.0,0.0,0.75-1.35,4774,3844,STL,0.8436890874358051,0.005691462203045113,1.018394607322056
season_2024-25,m3_k0_cap0.75-1.35,3.0,0.0,0.75-1.35,4774,3844,BLK,0.5818307926753368,0.021373889571330133,1.0148559582395622
season_2024-25,m3_k0_cap0.75-1.35,3.0,0.0,0.75-1.35,4774,3844,FG3M,1.1551075314131196,-0.029743705093530425,1.025812965680394
season_2024-25,m3_k0_cap0.75-1.35,3.0,0.0,0.75-1.35,4774,3844,TOV,1.1063898746856669,-0.013854696815396644,1.0215716371547272
season_2024-25,m3_k0_cap0.75-1.35,3.0,0.0,0.75-1.35,4774,3844,FG3A,1.9018606392406097,0.016940984906041318,1.0360686628632718
season_2024-25,m3_k0_cap0.75-1.35,3.0,0.0,0.75-1.35,4774,3844,OREB,0.9273618924887884,-0.013884734144061554,1.022020483247083
season_2024-25,m3_k0_cap0.75-1.35,3.0,0.0,0.75-1.35,4774,3844,POOLED,,,1.0221042872420671
season_2024-25,m3_k0_cap0.85-1.20,3.0,0.0,0.85-1.20,4774,3844,PTS,5.733568728185341,-0.3747634311997373,1.0063413269326444
season_2024-25,m3_k0_cap0.85-1.20,3.0,0.0,0.85-1.20,4774,3844,AST,1.7079776671530456,-0.16031940253473353,1.0087542900510895
season_2024-25,m3_k0_cap0.85-1.20,3.0,0.0,0.85-1.20,4774,3844,REB,2.0850486494889964,-0.01725053262674009,1.0139300886974862
season_2024-25,m3_k0_cap0.85-1.20,3.0,0.0,0.85-1.20,4774,3844,STL,0.8369166616697759,-0.0008171764895794919,1.0102197927116467
season_2024-25,m3_k0_cap0.85-1.20,3.0,0.0,0.85-1.20,4774,3844,BLK,0.5792773586550046,0.02103232780261382,1.0104021414905549
season_2024-25,m3_k0_cap0.85-1.20,3.0,0.0,0.85-1.20,4774,3844,FG3M,1.1468584319770214,-0.03954980903740926,1.018487212080308
season_2024-25,m3_k0_cap0.85-1.20,3.0,0.0,0.85-1.20,4774,3844,TOV,1.0964231346510245,-0.022738522550364623,1.0123689689387172
season_2024-25,m3_k0_cap0.85-1.20,3.0,0.0,0.85-1.20,4774,3844,FG3A,1.883288396821992,-0.011510942500528068,1.0259511400690082
season_2024-25,m3_k0_cap0.85-1.20,3.0,0.0,0.85-1.20,4774,3844,OREB,0.9181926201500896,-0.023344668678772638,1.0119152759676773
season_2024-25,m3_k0_cap0.85-1.20,3.0,0.0,0.85-1.20,4774,3844,POOLED,,,1.0131522485487923
season_2024-25,m3_k3_capnone,3.0,3.0,none,4774,3844,PTS,5.714209371026027,-0.45314392504328116,1.0029434220507345
season_2024-25,m3_k3_capnone,3.0,3.0,none,4774,3844,AST,1.708247301582903,-0.1522156239097076,1.008913539725775
season_2024-25,m3_k3_capnone,3.0,3.0,none,4774,3844,REB,2.0760965828293996,-0.029811969487323016,1.0095768234897822
season_2024-25,m3_k3_capnone,3.0,3.0,none,4774,3844,STL,0.8444769498750503,-0.0003525954256972261,1.0193456150705116
season_2024-25,m3_k3_capnone,3.0,3.0,none,4774,3844,BLK,0.5801308137226977,0.018388340771352044,1.0118907769691885
season_2024-25,m3_k3_capnone,3.0,3.0,none,4774,3844,FG3M,1.1508087341282602,-0.03578254867713217,1.0219953453535267
season_2024-25,m3_k3_capnone,3.0,3.0,none,4774,3844,TOV,1.1017132847878164,-0.023187991229682244,1.017253564739607
season_2024-25,m3_k3_capnone,3.0,3.0,none,4774,3844,FG3A,1.8706670268876475,-0.03399113621512982,1.0190754491789542
season_2024-25,m3_k3_capnone,3.0,3.0,none,4774,3844,OREB,0.924632839813119,-0.020956923362091137,1.0190128680356048
season_2024-25,m3_k3_capnone,3.0,3.0,none,4774,3844,POOLED,,,1.0144452671792983
season_2024-25,m3_k3_cap0.75-1.35,3.0,3.0,0.75-1.35,4774,3844,PTS,5.710604296268396,-0.4620692724365204,1.0023106685446237
season_2024-25,m3_k3_cap0.75-1.35,3.0,3.0,0.75-1.35,4774,3844,AST,1.7073878888146936,-0.15840690694145518,1.008405959132932
season_2024-25,m3_k3_cap0.75-1.35,3.0,3.0,0.75-1.35,4774,3844,REB,2.074587728398072,-0.029233016885697995,1.0088430886161317
season_2024-25,m3_k3_cap0.75-1.35,3.0,3.0,0.75-1.35,4774,3844,STL,0.8405381652794158,-5.286617617295256e-05,1.0145912131808432
season_2024-25,m3_k3_cap0.75-1.35,3.0,3.0,0.75-1.35,4774,3844,BLK,0.5800302169064179,0.019062785655744603,1.0117153113876711
season_2024-25,m3_k3_cap0.75-1.35,3.0,3.0,0.75-1.35,4774,3844,FG3M,1.1474749539242024,-0.03977523153730998,1.0190347249220526
season_2024-25,m3_k3_cap0.75-1.35,3.0,3.0,0.75-1.35,4774,3844,TOV,1.0989854263790706,-0.024515625578392274,1.0147348298484906
season_2024-25,m3_k3_cap0.75-1.35,3.0,3.0,0.75-1.35,4774,3844,FG3A,1.8702555888733825,-0.034861842213825545,1.0188513118134208
season_2024-25,m3_k3_cap0.75-1.35,3.0,3.0,0.75-1.35,4774,3844,OREB,0.9218134303153951,-0.02261749756297075,1.0159056730120934
season_2024-25,m3_k3_cap0.75-1.35,3.0,3.0,0.75-1.35,4774,3844,POOLED,,,1.0127103089398066
season_2024-25,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,4774,3844,PTS,5.694411489706691,-0.49415427029875786,0.9994685485292198
season_2024-25,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,4774,3844,AST,1.6992490962777154,-0.1753219566226915,1.003599080187496
season_2024-25,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,4774,3844,REB,2.0683440368721695,-0.0392429957193659,1.005806868476036
season_2024-25,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,4774,3844,STL,0.8359250061453479,-0.003657079434280009,1.0090227917625556
season_2024-25,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,4774,3844,BLK,0.5785922285862101,0.019613428491903857,1.0092071061963792
season_2024-25,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,4774,3844,FG3M,1.1431595822534915,-0.046527967992278985,1.0152023854288372
season_2024-25,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,4774,3844,TOV,1.093389260392813,-0.028781025539983907,1.0095676780341314
season_2024-25,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,4774,3844,FG3A,1.8673346640288955,-0.046921852203120736,1.0172600918073325
season_2024-25,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,4774,3844,OREB,0.9169119866487025,-0.027118193143232758,1.010503924390099
season_2024-25,m3_k3_cap0.85-1.20,3.0,3.0,0.85-1.20,4774,3844,POOLED,,,1.0088487194235654
season_2024-25,m3_k5_capnone,3.0,5.0,none,4774,3844,PTS,5.6851457972086665,-0.5400472080419252,0.9978422578670754
season_2024-25,m3_k5_capnone,3.0,5.0,none,4774,3844,AST,1.701320200049709,-0.16817422060051027,1.0048223015769315
season_2024-25,m3_k5_capnone,3.0,5.0,none,4774,3844,REB,2.0644471536425715,-0.047868158026869265,1.003911868491456
season_2024-25,m3_k5_capnone,3.0,5.0,none,4774,3844,STL,0.8400566348391583,-0.0036879201810884796,1.0140099706225092
season_2024-25,m3_k5_capnone,3.0,5.0,none,4774,3844,BLK,0.5786654131322733,0.017754146888607377,1.0093347580387333
season_2024-25,m3_k5_capnone,3.0,5.0,none,4774,3844,FG3M,1.1449578742412454,-0.04305467263562065,1.0167993893327598
season_2024-25,m3_k5_capnone,3.0,5.0,none,4774,3844,TOV,1.0973342617298876,-0.02844021571568718,1.0132102470477333
season_2024-25,m3_k5_capnone,3.0,5.0,none,4774,3844,FG3A,1.8593710933806615,-0.06174153942006421,1.012921810745673
season_2024-25,m3_k5_capnone,3.0,5.0,none,4774,3844,OREB,0.9203837722167049,-0.025732954510953122,1.0143300854526562
season_2024-25,m3_k5_capnone,3.0,5.0,none,4774,3844,POOLED,,,1.0096869654639475
season_2024-25,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,4774,3844,PTS,5.684298928171372,-0.5431088682281503,0.9976936175784293
season_2024-25,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,4774,3844,AST,1.7015594779461636,-0.17152752473894659,1.004963622279892
season_2024-25,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,4774,3844,REB,2.0639837948635753,-0.047887806137065815,1.003686543577334
season_2024-25,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,4774,3844,STL,0.8383843912140058,-0.0031449235626743394,1.0119914499193912
season_2024-25,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,4774,3844,BLK,0.5789040084976207,0.018163623371235556,1.009750927019783
season_2024-25,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,4774,3844,FG3M,1.1437359239430052,-0.04474201430732962,1.0157142155067191
season_2024-25,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,4774,3844,TOV,1.096389552093569,-0.02920585905280003,1.0123379608926524
season_2024-25,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,4774,3844,FG3A,1.8594567849221149,-0.06192618641249937,1.0129684925681686
season_2024-25,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,4774,3844,OREB,0.9190337994190205,-0.026783985607984465,1.0128423169102623
season_2024-25,m3_k5_cap0.75-1.35,3.0,5.0,0.75-1.35,4774,3844,POOLED,,,1.0091054606947367
season_2024-25,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,4774,3844,PTS,5.677843577892755,-0.5629512455346646,0.9965605909987942
season_2024-25,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,4774,3844,AST,1.6970378374165456,-0.18404905770427846,1.0022930813413071
season_2024-25,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,4774,3844,REB,2.06116475501353,-0.052020759765254686,1.0023156838010412
season_2024-25,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,4774,3844,STL,0.8352627604745897,-0.005459283936976187,1.0082234126667888
season_2024-25,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,4774,3844,BLK,0.5780453409236933,0.01872596700787659,1.0082531996486683
season_2024-25,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,4774,3844,FG3M,1.1408102543050014,-0.05041866336400451,1.0131160246315458
season_2024-25,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,4774,3844,TOV,1.0922822102293066,-0.03242430765786818,1.008545496727323
season_2024-25,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,4774,3844,FG3A,1.85833180673307,-0.06775263137247724,1.0123556429071443
season_2024-25,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,4774,3844,OREB,0.9160380843885273,-0.029634922650553015,1.0095408203230793
season_2024-25,m3_k5_cap0.85-1.20,3.0,5.0,0.85-1.20,4774,3844,POOLED,,,1.0068004392272991
season_2024-25,m3_k10_capnone,3.0,10.0,none,4774,3844,PTS,5.656819058847173,-0.6856755530366707,0.9928704211591195
season_2024-25,m3_k10_capnone,3.0,10.0,none,4774,3844,AST,1.6932034325095053,-0.19386954290293393,1.0000284308870555
season_2024-25,m3_k10_capnone,3.0,10.0,none,4774,3844,REB,2.051709812623814,-0.07627729488769516,0.9977178771368254
season_2024-25,m3_k10_capnone,3.0,10.0,none,4774,3844,STL,0.834899409732387,-0.008780574098092455,1.0077848216716745
season_2024-25,m3_k10_capnone,3.0,10.0,none,4774,3844,BLK,0.5767196050408587,0.01674010792827777,1.0059407903078699
season_2024-25,m3_k10_capnone,3.0,10.0,none,4774,3844,FG3M,1.1376755364207929,-0.05548421106116831,1.0103321848920217
season_2024-25,m3_k10_capnone,3.0,10.0,none,4774,3844,TOV,1.0916062945033966,-0.037253824589772846,1.0079213981608999
season_2024-25,m3_k10_capnone,3.0,10.0,none,4774,3844,FG3A,1.8459153200173684,-0.11124092949722549,1.0055915653908585
season_2024-25,m3_k10_capnone,3.0,10.0,none,4774,3844,OREB,0.9148431283931457,-0.03361347471572662,1.0082238916097577
season_2024-25,m3_k10_capnone,3.0,10.0,none,4774,3844,POOLED,,,1.0040457090240091
season_2024-25,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,4774,3844,PTS,5.6569599270676685,-0.6861564173471479,0.9928951459890913
season_2024-25,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,4774,3844,AST,1.6931955645099228,-0.19422283843830473,1.0000237839420247
season_2024-25,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,4774,3844,REB,2.0517083653222077,-0.0762758475860889,0.9977171733342325
season_2024-25,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,4774,3844,STL,0.83468020659023,-0.008432545388993962,1.0075202274020494
season_2024-25,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,4774,3844,BLK,0.5767418212471994,0.016801878527424575,1.0059795408340677
season_2024-25,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,4774,3844,FG3M,1.1376152892901712,-0.05553043766582663,1.0102786813990083
season_2024-25,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,4774,3844,TOV,1.0915696356095619,-0.037567598179085955,1.0078875496170476
season_2024-25,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,4774,3844,FG3A,1.845972533451892,-0.11129598650156541,1.0056227333141972
season_2024-25,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,4774,3844,OREB,0.9143568380198281,-0.03425248537813732,1.0076879641294914
season_2024-25,m3_k10_cap0.75-1.35,3.0,10.0,0.75-1.35,4774,3844,POOLED,,,1.0039569777734678
season_2024-25,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,4774,3844,PTS,5.656001537453361,-0.6925505987000373,0.9927269318938386
season_2024-25,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,4774,3844,AST,1.692513547274328,-0.20157197856393558,0.9996209755063373
season_2024-25,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,4774,3844,REB,2.0511278483916464,-0.0770510259206345,0.997434876044412
season_2024-25,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,4774,3844,STL,0.8334936541289586,-0.009143012439755495,1.0060879715558393
season_2024-25,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,4774,3844,BLK,0.5768096640717004,0.017231793390573458,1.0060978754006382
season_2024-25,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,4774,3844,FG3M,1.1367220541695005,-0.05859163334961542,1.0094854286989206
season_2024-25,m3_k10_cap0.85-1.20,3.0,10.0,0.85-1.20,4774,3844,TOV,1.0900894773317726,-0.03943919461390653,1.0065208634698892
